gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF	ABC_h3k4me3.H1	ABC_h3k4me3.HFF	ABC_pol2.H1	ABC_pol2.HFF
ENSG00000179636.14	TPPP2	protein_coding	+	0.23	0.2	Interior_Act2	0	0	Interior_Act2	204.267	0	132.078	0
ENSG00000179639.10	FCER1A	protein_coding	+	0	0	Interior_Repr2	0	0	Interior_Act3	0	0	0	0
ENSG00000179673.4	RPRML	protein_coding	-	2.95	2.58	Speckle	0	0	Speckle	9.76903	0	5.96636	0
ENSG00000179674.3	ARL14	protein_coding	+	0.04	0.04	Interior_Act3	0	0	Interior_Act3	0	0	0	0
ENSG00000179695.2	OR6C2	protein_coding	+	0	0	Near_Lm1	0	0	Near_Lm1	0	0	0	0
ENSG00000179698.13	WDR97	protein_coding	+	0.11	0.09	Speckle	1.25	1.01	Speckle	87.7448	195.421	21.1743	35.0124
ENSG00000179709.8	NLRP8	protein_coding	+	0	0	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000179715.12	PCED1B	protein_coding	+	2.51	2.19	Interior_Act2	17.8	14.32	Speckle	0	379.375	0	386.253
ENSG00000179750.15	APOBEC3B	protein_coding	+	7.63	6.68	Speckle	2.95	2.38	Speckle	2.94923	34.7805	1.85705	10.5237
ENSG00000179751.6	SYCN	protein_coding	-	0	0	Speckle	0	0	Speckle	35.063	0	1.23633	0
ENSG00000179761.11	PIPOX	protein_coding	+	30.69	26.86	Speckle	0.3	0.24	Speckle	1109.32	437.486	344.592	98.1752
ENSG00000179772.7	FOXS1	protein_coding	-	0	0	Interior_Act2	0.07	0.06	Speckle	77.3128	21.3834	4.98763	18.0819
ENSG00000179774.8	ATOH7	protein_coding	-	0.21	0.18	Interior_Act1	0	0	Interior_Act1	249.961	112.423	374.195	29.38
ENSG00000179776.18	CDH5	protein_coding	+	0.17	0.15	Interior_Act1	0	0	Interior_Act2	0	0	0	0
ENSG00000179796.12	LRRC3B	protein_coding	+	1.65	1.45	Lamina	0	0	Lamina	0	0	0	0
ENSG00000179813.6	FAM216B	protein_coding	+	0	0	Interior_Repr1	0	0	Near_Lm2	0	0	0	0
ENSG00000179817.5	MRGPRX4	protein_coding	+	0	0	Interior_Repr1	0	0	Interior_Repr1	0	0	0	0
ENSG00000179820.15	MYADM	protein_coding	+	37.66	32.95	Speckle	101.77	81.9	Interior_Act2	1649.49	858.247	381.701	164.788
ENSG00000179826.6	MRGPRX3	protein_coding	+	0	0	Interior_Repr1	0	0	Interior_Repr1	0	0	0	0
ENSG00000179832.17	MROH1	protein_coding	+	8.02	7.01	Speckle	10.61	8.54	Speckle	0	13.8295	0	1.82521
ENSG00000179833.4	SERTAD2	protein_coding	-	2.44	2.14	Interior_Act1	3.35	2.7	Interior_Act1	2600.59	2992.46	320.091	1029.38
ENSG00000179841.8	AKAP5	protein_coding	+	2.06	1.8	Interior_Act1	0.31	0.25	Interior_Act2	299.323	29.3691	223.08	13.9284
ENSG00000179846.9	NKPD1	protein_coding	-	0.21	0.19	Speckle	0.04	0.03	Speckle	118.22	71.8422	89.5338	29.5833
ENSG00000179855.6	GIPC3	protein_coding	+	0.67	0.59	Speckle	0.08	0.07	Speckle	0.0217238	0	0.00282671	0
ENSG00000179859.9	RNF227	protein_coding	-	0.34	0.3	Speckle	5.5	4.42	Speckle	146.407	409.575	33.976	180.627
ENSG00000179862.6	CITED4	protein_coding	-	8.74	7.65	Speckle	1.17	0.95	Interior_Act1	79.0437	7.56313	93.5194	6.28967
ENSG00000179869.14	ABCA13	protein_coding	+	0.04	0.03	Near_Lm2	0.07	0.05	Near_Lm2	0	0	0	0
ENSG00000179873.14	NLRP11	protein_coding	-	0	0	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000179886.5	TIGD5	protein_coding	+	3.05	2.67	Speckle	1.47	1.18	Speckle	19.5189	21.8592	15.5935	12.7942
ENSG00000179889.18	PDXDC1	protein_coding	+	63.19	55.3	Interior_Act2	38.32	30.84	Speckle	0	0	0	0
ENSG00000179902.12	C1orf194	protein_coding	-	0.21	0.18	Interior_Act1	0	0	Speckle	0	60.9075	0	34.8182
ENSG00000179909.15	ZNF154	protein_coding	-	6.21	5.43	Interior_Act2	0.18	0.15	Interior_Act1	769.965	43.8173	326.016	2.31152
ENSG00000179912.20	R3HDM2	protein_coding	-	14.47	12.66	Speckle	26.69	21.48	Speckle	91.0174	489.9	75.3821	307.89
ENSG00000179913.10	B3GNT3	protein_coding	+	0.82	0.72	Speckle	0	0	Speckle	5.14539	0	11.4491	0
ENSG00000179914.4	ITLN1	protein_coding	-	0	0	Speckle	0	0	Interior_Repr1	2.21543	0	4.4223	0
ENSG00000179915.22	NRXN1	protein_coding	-	10.09	8.83	Lamina	0.04	0.03	Lamina	50.7016	0	10.471	0
ENSG00000179918.18	SEPHS2	protein_coding	-	33.16	29.01	Interior_Act2	16.71	13.45	Speckle	425.782	119.596	122.61	44.73
ENSG00000179919.3	OR10A7	protein_coding	+	0	0	Near_Lm1	0	0	Near_Lm1	0	0	0	0
ENSG00000179921.14	GPBAR1	protein_coding	+	0.17	0.15	Interior_Act1	0.16	0.13	Speckle	109.458	4.48549	30.2895	5.4327
ENSG00000179922.5	ZNF784	protein_coding	-	4.28	3.75	Interior_Act2	2.65	2.13	Speckle	199.64	196.676	58.4569	51.3618
ENSG00000179930.5	ZNF648	protein_coding	-	0.11	0.09	Interior_Act3	0.02	0.02	Interior_Repr2	0	0	0	0
ENSG00000179933.5	C14orf119	protein_coding	+	41.94	36.7	Interior_Act2	51.17	41.18	Interior_Act2	765.694	1137.2	378.07	501.87
ENSG00000179934.6	CCR8	protein_coding	+	0.05	0.04	Interior_Repr2	0	0	Interior_Repr1	0	0	0	0
ENSG00000179938.12	GOLGA8J	protein_coding	+	0.05	0.04	Near_Lm1	0.12	0.1	Near_Lm1	0	0	0	0
ENSG00000179941.7	BBS10	protein_coding	-	4.93	4.31	Interior_Act3	3.69	2.97	Interior_Act1	91.0401	407.205	69.7	189.358
ENSG00000179943.7	FIZ1	protein_coding	-	9.93	8.69	Interior_Act2	8.43	6.79	Speckle	291.591	68.8067	274.063	79.2158
ENSG00000179950.13	PUF60	protein_coding	-	73.92	64.68	Speckle	46.14	37.14	Speckle	456.11	1202.6	192.498	807
ENSG00000179954.15	SSC5D	protein_coding	+	0.89	0.78	Interior_Act2	112.42	90.48	Speckle	62.7568	376.685	38.6073	253.269
ENSG00000179958.8	DCTPP1	protein_coding	-	50.72	44.38	Interior_Act2	5.86	4.72	Speckle	262.586	299.434	67.5559	47.4795
ENSG00000179965.11	ZNF771	protein_coding	+	5.7	4.99	Interior_Act2	8.91	7.17	Speckle	596.844	373.259	282.835	102.813
ENSG00000179981.10	TSHZ1	protein_coding	+	0.17	0.15	Interior_Repr1	15.69	12.63	Near_Lm1	2.94114	205.848	0.65844	109.64
ENSG00000179988.14	PSTK	protein_coding	+	3.55	3.1	Interior_Act1	4.87	3.92	Interior_Repr2	457.037	565.239	144.257	259.675
ENSG00000180008.8	SOCS4	protein_coding	+	16.9	14.79	Interior_Act1	3.13	2.52	Interior_Act2	343.734	545.305	196.925	239.527
ENSG00000180011.6	ZADH2	protein_coding	-	1.95	1.7	Interior_Repr1	22.55	18.15	Near_Lm1	4.94081	299.003	1.13288	133.648
ENSG00000180016.2	OR1E1	protein_coding	-	0	0	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000180035.12	ZNF48	protein_coding	+	22.14	19.37	Interior_Act2	3.41	2.74	Speckle	2497.17	646.221	455.451	136.953
ENSG00000180042.5	AC087498.1	protein_coding	+	0	0	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000180043.11	FAM71E2	protein_coding	-	0	0	Interior_Act2	0	0	Speckle	106.2	0	37.8621	0
ENSG00000180044.5	C3orf80	protein_coding	+	0.57	0.5	Interior_Act3	2.21	1.78	Interior_Act3	138.869	10.2258	63.389	4.03806
ENSG00000180053.7	NKX2-6	protein_coding	-	0.24	0.21	Interior_Repr1	0	0	Interior_Act1	0.867604	0	0.288389	0
ENSG00000180061.9	TMEM150B	protein_coding	-	0.49	0.43	Interior_Act2	0	0	Speckle	191.809	0	84.7758	0
ENSG00000180071.19	ANKRD18A	protein_coding	-	2.13	1.87	Interior_Act2	0	0	Near_Lm1	17.2924	0	2.70947	0
ENSG00000180083.10	WFDC11	protein_coding	-	0.1	0.09	Speckle	0	0	Near_Lm1	0	0	0	0
ENSG00000180089.5	TMEM86B	protein_coding	-	1.08	0.95	Interior_Act2	2.45	1.98	Speckle	15.1455	0	32.8706	0
ENSG00000180090.5	OR3A1	protein_coding	-	0	0	Interior_Act2	0	0	Near_Lm1	0	0	0	0
ENSG00000180096.11	SEPT1	protein_coding	-	0.77	0.68	Interior_Act2	1.06	0.86	Speckle	1263.04	245.301	197.526	58.8103
ENSG00000180098.9	TRNAU1AP	protein_coding	+	18.88	16.53	Speckle	20.79	16.73	Speckle	300.667	282.162	184.324	97.8323
ENSG00000180104.15	EXOC3	protein_coding	+	16.09	14.08	Interior_Act2	28.91	23.27	Interior_Act2	29.0868	67.1325	16.7104	35.5307
ENSG00000180113.15	TDRD6	protein_coding	+	0.1	0.09	Interior_Repr2	0	0	Near_Lm2	0	0	0	0
ENSG00000180116.15	C12orf40	protein_coding	+	0	0	Near_Lm2	0.03	0.03	Near_Lm2	0	0	0	0
ENSG00000180138.7	CSNK1A1L	protein_coding	-	0	0	Near_Lm2	0	0	Interior_Act2	0	5.26634	0	10.8121
ENSG00000180155.19	LYNX1	protein_coding	-	2.64	2.31	Interior_Act2	0.15	0.12	Interior_Repr1	22.4269	0	8.61496	0
ENSG00000180176.14	TH	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2	0.473037	17.9268	1.69028	2.35929
ENSG00000180182.10	MED14	protein_coding	-	62.83	54.98	Interior_Act1	16.32	13.14	Interior_Act1	71.7799	93.4438	14.2112	46.132
ENSG00000180185.11	FAHD1	protein_coding	+	10.94	9.57	Speckle	19.96	16.06	Speckle	409.575	512.673	69.017	72.6287
ENSG00000180190.11	TDRP	protein_coding	-	36.32	31.79	Interior_Act1	2.78	2.24	Interior_Repr1	48.7577	32.1377	49.3771	35.4119
ENSG00000180198.16	RCC1	protein_coding	+	52.81	46.21	Speckle	14.29	11.5	Speckle	609.375	521.963	527.427	317.586
ENSG00000180205.3	WFDC9	protein_coding	-	0	0	Speckle	0	0	Near_Lm1	1.17751	4.27724	5.08018	1.8008
ENSG00000180209.11	MYLPF	protein_coding	+	0.66	0.58	Interior_Act2	2.32	1.87	Speckle	552.488	764.584	128.11	153.165
ENSG00000180210.14	F2	protein_coding	+	0.22	0.19	Speckle	0	0	Speckle	0	0	0	0
ENSG00000180219.1	FAM71C	protein_coding	+	0	0	Lamina	0	0	Lamina	0	0	0	0
ENSG00000180228.12	PRKRA	protein_coding	-	32.44	28.39	Interior_Act3	22.37	18	Interior_Repr2	76.4745	0	47.4193	0
ENSG00000180233.10	ZNRF2	protein_coding	+	8.71	7.62	Interior_Act1	1.15	0.92	Interior_Repr1	299.579	56.943	34.7044	18.807
ENSG00000180245.4	RRH	protein_coding	+	0.04	0.03	Interior_Act3	0	0	Interior_Repr2	34.7772	11.3485	7.87803	10.8477
ENSG00000180251.4	SLC9A4	protein_coding	+	0	0	Near_Lm2	0	0	Near_Lm2	0.823368	7.45817	0.0160393	4.00819
ENSG00000180257.13	ZNF816	protein_coding	-	7.1	6.21	Interior_Act2	1.76	1.42	Interior_Repr1	354.99	0	37.2223	0
ENSG00000180263.13	FGD6	protein_coding	-	13.06	11.43	Interior_Act1	1.91	1.53	Interior_Act1	933.99	1139	717.989	577.914
ENSG00000180264.11	ADGRD2	protein_coding	+	0.75	0.65	Interior_Act1	0	0	Interior_Act1	12.6188	0	5.61054	0
ENSG00000180269.7	GPR139	protein_coding	-	0.45	0.39	Interior_Act2	0	0	Near_Lm1	5.39759	0	3.72006	0
ENSG00000180287.16	PLD5	protein_coding	-	4.56	3.99	Interior_Act3	0	0	Interior_Repr2	52.6798	7.33863	8.38873	2.13945
ENSG00000180304.14	OAZ2	protein_coding	-	171.33	149.93	Speckle	37.9	30.5	Speckle	204.227	45.5418	209.153	15.7762
ENSG00000180305.4	WFDC10A	protein_coding	+	0.08	0.07	Speckle	0	0	Near_Lm1	1.17751	4.27724	5.08018	1.8008
ENSG00000180316.12	PNPLA1	protein_coding	+	0	0	Speckle	0	0	Speckle	10.3703	0	5.18991	0
ENSG00000180318.3	ALX1	protein_coding	+	0.39	0.34	Lamina	0	0	Lamina	44.9914	0	35.0482	0
ENSG00000180329.13	CCDC43	protein_coding	-	20.43	17.88	Speckle	10.41	8.38	Speckle	283.128	165.411	68.7409	30.6558
ENSG00000180332.6	KCTD4	protein_coding	-	0	0	Interior_Repr1	0.25	0.2	Interior_Act2	0	57.9774	0	20.8338
ENSG00000180336.17	MEIOC	protein_coding	+	2.57	2.25	Speckle	0.04	0.03	Speckle	104.901	93.7779	36.1582	13.4393
ENSG00000180340.6	FZD2	protein_coding	+	9.45	8.27	Speckle	54.75	44.07	Speckle	348.806	409.914	161.125	117.021
ENSG00000180346.3	TIGD2	protein_coding	+	3.05	2.67	Interior_Repr2	5.08	4.09	Interior_Repr2	5.52683	35.5821	0.780732	2.32221
ENSG00000180347.13	ITPRID1	protein_coding	+	0.25	0.22	Interior_Repr1	0	0	Near_Lm2	1.62961	0	0.0202977	0
ENSG00000180353.10	HCLS1	protein_coding	-	0.7	0.61	Interior_Repr1	0.6	0.48	Interior_Repr2	30.0947	5.54432	10.4643	1.70747
ENSG00000180354.15	MTURN	protein_coding	+	3.09	2.7	Interior_Act1	5.24	4.22	Interior_Repr1	75.9951	0	9.7005	0
ENSG00000180357.9	ZNF609	protein_coding	+	25.67	22.46	Speckle	5.63	4.53	Interior_Act1	112.172	28.5934	65.5178	11.2572
ENSG00000180370.10	PAK2	protein_coding	+	32.49	28.43	Interior_Act1	11.04	8.88	Interior_Act1	238.42	617.89	92.2737	385.2
ENSG00000180376.16	CCDC66	protein_coding	+	15.72	13.76	Interior_Act1	17.02	13.69	Interior_Repr2	393.991	0	335.526	0
ENSG00000180383.3	DEFB124	protein_coding	-	0	0	Near_Lm1	0	0	Near_Lm1	0	0	0	0
ENSG00000180386.7	KRTAP9-7	protein_coding	+	0	0	Interior_Act2	0	0	Speckle	0	0	0	0
ENSG00000180398.12	MCFD2	protein_coding	-	40.93	35.82	Interior_Act1	37.36	30.07	Speckle	1521.59	3768.67	302.518	1582.42
ENSG00000180423.4	HARBI1	protein_coding	-	2.75	2.41	Speckle	1.78	1.43	Speckle	15.3646	205.576	4.79202	71.3648
ENSG00000180424.6	DEFB123	protein_coding	+	0	0	Near_Lm1	0	0	Near_Lm1	0	0	0	0
ENSG00000180425.11	C11orf71	protein_coding	-	2.89	2.53	Interior_Repr1	2.67	2.15	Interior_Repr2	162.939	482.46	34.3741	183.775
ENSG00000180432.5	CYP8B1	protein_coding	-	0	0	Interior_Act1	0	0	Interior_Repr1	4.58048	0	0.00383097	0
ENSG00000180433.5	OR6K6	protein_coding	+	0	0	Near_Lm2	0	0	Lamina	0	0	0	0
ENSG00000180440.3	SERTM1	protein_coding	+	0.84	0.73	Interior_Repr1	0	0	Near_Lm2	0	0	0	0
ENSG00000180447.6	GAS1	protein_coding	-	3.05	2.67	Interior_Repr2	8.19	6.59	Interior_Act2	185.859	316.271	71.2772	435.641
ENSG00000180448.10	ARHGAP45	protein_coding	+	22.47	19.66	Speckle	0.53	0.43	Speckle	276.925	92.4266	235.858	24.495
ENSG00000180475.4	OR10Q1	protein_coding	-	0	0	Near_Lm1	0.39	0.32	Interior_Repr1	0	0	0	0
ENSG00000180479.13	ZNF571	protein_coding	-	2.11	1.85	Near_Lm1	3.05	2.45	Interior_Repr1	156.622	0	96.1859	0
ENSG00000180481.10	GLIPR1L2	protein_coding	+	0.13	0.11	Interior_Act3	0.5	0.4	Interior_Act3	3.51107	210.065	9.31659	114.483
ENSG00000180483.6	DEFB119	protein_coding	-	0	0	Near_Lm1	0	0	Near_Lm1	0	0	0	0
ENSG00000180488.15	MIGA1	protein_coding	+	3.74	3.27	Interior_Act3	2.81	2.26	Interior_Act1	51.7325	123.822	32.8118	25.8777
ENSG00000180509.11	KCNE1	protein_coding	-	0.15	0.13	Near_Lm1	0.44	0.36	Interior_Act2	1.92156	4.98694	2.38559	15.6909
ENSG00000180525.11	PRR26	protein_coding	+	0.01	0.01	Interior_Act1	0.25	0.2	Interior_Act1	0.553131	30.5019	0.543701	32.0201
ENSG00000180530.10	NRIP1	protein_coding	-	5	4.38	Near_Lm1	3.13	2.52	Near_Lm1	0	2802.36	0	1653.22
ENSG00000180532.10	ZSCAN4	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act1	0	0	0	0
ENSG00000180535.3	BHLHA15	protein_coding	+	1.45	1.27	Interior_Act1	0	0	Interior_Repr1	0	0	0	0
ENSG00000180537.12	RNF182	protein_coding	+	5.72	5.01	Interior_Act1	0.57	0.46	Interior_Repr2	71.6126	40.9281	32.155	42.9618
ENSG00000180543.4	TSPYL5	protein_coding	-	0	0	Lamina	1.6	1.29	Interior_Act3	0	24.4843	0	25.7819
ENSG00000180549.7	FUT7	protein_coding	-	0	0	Speckle	0.03	0.03	Speckle	17.7422	115.2	5.49338	55.6643
ENSG00000180573.9	HIST1H2AC	protein_coding	+	86.3	75.52	Interior_Act1	70.39	56.65	Interior_Act1	4345.44	1694.55	3035.23	1842.8
ENSG00000180574.3	EIF2S3B	protein_coding	+	3.62	3.17	Interior_Repr2	0.12	0.1	Interior_Act3	0	16.9313	0	1.97549
ENSG00000180592.16	SKIDA1	protein_coding	-	4.28	3.74	Interior_Act1	0.27	0.22	Interior_Act1	537.771	236.497	412.955	84.3818
ENSG00000180596.7	HIST1H2BC	protein_coding	-	308.54	269.99	Interior_Act1	11.47	9.23	Interior_Act1	4345.44	1694.55	3035.23	1842.8
ENSG00000180611.6	MB21D2	protein_coding	-	11.28	9.87	Interior_Act3	1.83	1.48	Interior_Repr2	97.9056	439.897	51.4407	313.141
ENSG00000180613.10	GSX2	protein_coding	+	0.08	0.07	Interior_Repr1	0	0	Interior_Act1	1.53277	0	0.509229	0
ENSG00000180616.8	SSTR2	protein_coding	+	1.13	0.99	Interior_Act1	0	0	Interior_Repr1	168.334	20.7874	37.4717	11.7865
ENSG00000180626.9	ZNF594	protein_coding	-	7.7	6.74	Speckle	3.53	2.84	Speckle	32.5087	10.6439	33.237	1.84951
ENSG00000180628.14	PCGF5	protein_coding	+	3.14	2.75	Interior_Repr2	10.42	8.39	Interior_Act3	0.571543	337.278	0.562959	349.338
ENSG00000180638.17	SLC47A2	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2	40.243	4.51601	27.3194	3.20024
ENSG00000180644.7	PRF1	protein_coding	-	0.05	0.04	Speckle	0	0	Interior_Act2	0	0	0	0
ENSG00000180658.4	OR2A4	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Act3	0	0	0	0
ENSG00000180660.7	MAB21L1	protein_coding	-	0	0	Interior_Repr1	14.99	12.06	Interior_Act2	4.41041	388.597	1.09694	253.797
ENSG00000180667.10	YOD1	protein_coding	-	6.34	5.55	Interior_Act3	2.43	1.95	Interior_Act3	99.7649	138.698	33.0715	35.2715
ENSG00000180694.13	TMEM64	protein_coding	-	12.55	10.99	Interior_Act3	1.39	1.12	Interior_Repr2	531.207	33.3653	81.5255	18.7583
ENSG00000180697.8	C3orf22	protein_coding	-	0	0	Speckle	0	0	Interior_Act1	5.41459	0	4.29961	0
ENSG00000180708.5	OR10K2	protein_coding	-	0	0	Near_Lm2	0	0	Lamina	0	0	0	0
ENSG00000180720.7	CHRM4	protein_coding	-	0.58	0.51	Speckle	0	0	Speckle	2.81994	168.523	4.49795	41.0899
ENSG00000180730.4	SHISA2	protein_coding	-	12.78	11.18	Interior_Act2	0	0	Near_Lm1	29.6047	0	49.9244	0
ENSG00000180739.13	S1PR5	protein_coding	-	4.6	4.03	Speckle	0.78	0.63	Speckle	98.1184	0	34.1799	0
ENSG00000180745.4	CLRN3	protein_coding	-	0	0	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000180758.11	GPR157	protein_coding	-	5.92	5.18	Speckle	1.55	1.25	Speckle	30.9143	154.597	8.49783	47.6968
ENSG00000180767.9	CHST13	protein_coding	+	2.91	2.54	Speckle	0	0	Interior_Act1	22.8244	17.4955	10.191	6.18649
ENSG00000180772.6	AGTR2	protein_coding	+	0	0	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000180773.14	SLC36A4	protein_coding	-	12.18	10.66	Interior_Act3	3.08	2.48	Interior_Repr2	45.8984	11.1853	39.401	6.82273
ENSG00000180776.15	ZDHHC20	protein_coding	-	47.81	41.84	Near_Lm1	8.49	6.83	Near_Lm1	157.576	0	351.774	0
ENSG00000180777.13	ANKRD30B	protein_coding	+	0.02	0.02	Near_Lm1	0.39	0.31	Near_Lm1	0	0	0	0
ENSG00000180785.9	OR51E1	protein_coding	+	0	0	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000180787.5	ZFP3	protein_coding	+	0.08	0.07	Speckle	0.1	0.08	Speckle	23.5059	0	38.8224	0
ENSG00000180801.13	ARSJ	protein_coding	-	3.4	2.97	Interior_Act3	2.68	2.15	Interior_Act3	0	540.06	0	182.624
ENSG00000180806.4	HOXC9	protein_coding	+	0	0	Speckle	1.45	1.17	Interior_Act2	0	0	0	0
ENSG00000180815.14	MAP3K15	protein_coding	-	1.3	1.13	Interior_Act1	0.04	0.04	Interior_Repr1	7.26049	10.0896	2.42082	4.21338
ENSG00000180817.11	PPA1	protein_coding	-	102.66	89.84	Speckle	47.67	38.36	Interior_Act2	19.4258	200.788	17.2504	149.229
ENSG00000180818.4	HOXC10	protein_coding	+	0	0	Speckle	2.21	1.77	Interior_Act2	7.40436	81.9543	1.85865	16.3677
ENSG00000180822.11	PSMG4	protein_coding	+	21.82	19.1	Interior_Act1	11.07	8.91	Interior_Act1	297.859	376.974	114.338	187.818
ENSG00000180828.2	BHLHE22	protein_coding	+	0	0	Near_Lm2	0	0	Lamina	0.36912	15.7327	0.244972	6.07791
ENSG00000180834.7	MAP6D1	protein_coding	-	2.8	2.45	Speckle	1.63	1.31	Interior_Act1	0.965666	73.0392	3.09794	35.3652
ENSG00000180855.15	ZNF443	protein_coding	-	4.17	3.65	Interior_Act2	1.9	1.53	Interior_Act1	445.374	0	99.4738	0
ENSG00000180871.7	CXCR2	protein_coding	+	0.88	0.77	Interior_Act1	0	0	Speckle	0	0	0	0
ENSG00000180872.4	DEFB112	protein_coding	-	0	0	Lamina	0	0	Lamina	0	0	0	0
ENSG00000180875.4	GREM2	protein_coding	-	0.02	0.02	Lamina	6.86	5.52	Interior_Act3	0.907991	82.7761	0.894438	65.7605
ENSG00000180878.2	C11orf42	protein_coding	+	0	0	Interior_Repr2	0	0	Interior_Repr1	0	0	0	0
ENSG00000180879.13	SSR4	protein_coding	+	89.98	78.74	Speckle	379.46	305.39	Speckle	118.142	40.1897	56.8244	14.7949
ENSG00000180881.19	CAPS2	protein_coding	-	2.04	1.79	Lamina	1.4	1.12	Interior_Act3	3.32219	221.008	7.44146	106.418
ENSG00000180884.9	ZNF792	protein_coding	-	3.88	3.39	Interior_Act2	0.44	0.36	Interior_Act2	0	60.7259	0	10.942
ENSG00000180891.12	CUEDC1	protein_coding	-	5.73	5.01	Speckle	15.55	12.52	Interior_Repr1	323.919	643.491	366.687	1213.74
ENSG00000180900.18	SCRIB	protein_coding	-	46.75	40.91	Speckle	34.37	27.66	Speckle	976.252	402.96	664.667	104.054
ENSG00000180901.10	KCTD2	protein_coding	+	18.11	15.85	Speckle	7.43	5.98	Speckle	522.134	631.082	205.492	195.382
ENSG00000180902.17	D2HGDH	protein_coding	+	4.34	3.79	Speckle	20.51	16.5	Speckle	60.9075	34.1422	27.74	8.883
ENSG00000180914.10	OXTR	protein_coding	-	1.22	1.07	Interior_Act3	127.96	102.98	Interior_Act1	8.21505	334.841	7.26479	980.356
ENSG00000180917.17	CMTR2	protein_coding	-	6.88	6.02	Interior_Act2	3.17	2.55	Interior_Repr1	0	0	0	0
ENSG00000180919.3	OR56B4	protein_coding	+	0	0	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000180921.6	FAM83H	protein_coding	-	18.86	16.5	Speckle	0.01	0.01	Speckle	247.622	36.7636	78.0011	7.29252
ENSG00000180929.5	GPR62	protein_coding	+	0.12	0.1	Speckle	0	0	Interior_Repr1	64.8135	0	94.6118	0
ENSG00000180934.6	OR56A1	protein_coding	-	0.05	0.04	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000180938.5	ZNF572	protein_coding	+	0.03	0.03	Interior_Act3	0.08	0.06	Interior_Act1	40.1726	88.5852	14.3073	16.394
ENSG00000180953.11	ST20	protein_coding	-	13.5	11.81	Interior_Act2	12.31	9.91	Near_Lm1	187.929	0	86.2129	0
ENSG00000180957.17	PITPNB	protein_coding	-	47.96	41.96	Interior_Act2	17	13.68	Interior_Act2	48.1249	53.2651	9.90202	29.5359
ENSG00000180964.16	TCEAL8	protein_coding	-	44.11	38.6	Interior_Act1	42.38	34.1	Interior_Repr1	308.276	0	101.336	0
ENSG00000180974.4	OR52E4	protein_coding	+	0	0	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000180979.9	LRRC57	protein_coding	-	6.82	5.97	Speckle	8.04	6.47	Speckle	195.137	385.476	29.532	72.2143
ENSG00000180988.2	OR52N2	protein_coding	+	0.21	0.18	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000180992.6	MRPL14	protein_coding	-	44.05	38.55	Speckle	26.81	21.58	Speckle	593.654	195.755	68.8453	5.8535
ENSG00000180998.11	GPR137C	protein_coding	+	2.29	2.01	Interior_Repr1	0.4	0.32	Interior_Act2	51.3838	14.7375	30.1514	9.03563
ENSG00000180999.10	C1orf105	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Act3	2.98971	97.8387	1.76098	39.3472
ENSG00000181001.2	OR52N1	protein_coding	-	0.06	0.05	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000181004.9	BBS12	protein_coding	+	1.37	1.2	Interior_Act3	1.61	1.3	Interior_Act3	202.527	355.746	86.3796	182.493
ENSG00000181007.8	ZFP82	protein_coding	-	8.87	7.76	Interior_Act2	1.78	1.43	Interior_Repr1	185.774	0	110.055	0
ENSG00000181009.5	OR52N5	protein_coding	-	0	0	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000181013.3	C17orf47	protein_coding	-	0	0	Speckle	0	0	Near_Lm1	12.5696	0	33.5241	0
ENSG00000181016.9	LSMEM1	protein_coding	+	1.2	1.05	Interior_Act3	1.22	0.99	Interior_Repr2	112.644	167.997	83.2264	55.3392
ENSG00000181019.12	NQO1	protein_coding	-	24.52	21.45	Speckle	216.47	174.21	Speckle	276.95	259.173	133.832	41.925
ENSG00000181023.7	OR56B1	protein_coding	+	0.02	0.02	Interior_Repr2	0	0	Interior_Repr2	0	0	0	0
ENSG00000181026.14	AEN	protein_coding	+	65.28	57.13	Interior_Act1	15.44	12.43	Interior_Repr1	280.432	183.977	60.7802	113.87
ENSG00000181027.10	FKRP	protein_coding	+	13.08	11.44	Speckle	15.03	12.1	Speckle	55.7693	53.1632	17.8378	11.9478
ENSG00000181029.8	TRAPPC5	protein_coding	+	58.26	50.99	Interior_Act2	76.5	61.57	Interior_Act2	359.386	68.1395	20.2982	13.054
