gene_id	gene_name	gene_type	strand	TPM.H1	FPKM.H1	SPIN.H1	TPM.HFF	FPKM.HFF	SPIN.HFF
ENSG00000244414.6	CFHR1	protein_coding	+	0	0	Lamina	1.52	1.22	Interior_Act3
ENSG00000244462.7	RBM12	protein_coding	-	100.16	87.65	Speckle	11.16	8.98	Speckle
ENSG00000244474.5	UGT1A4	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr2
ENSG00000244476.2	ERVFRD-1	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Repr2
ENSG00000244482.10	LILRA6	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000244486.8	SCARF2	protein_coding	-	5.24	4.59	Interior_Act2	19.01	15.3	Speckle
ENSG00000244509.3	APOBEC3C	protein_coding	+	12.5	10.94	Speckle	23.13	18.61	Speckle
ENSG00000244537.2	KRTAP4-2	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000244588.5	RAD21L1	protein_coding	+	0.14	0.12	Interior_Act2	0.31	0.25	Interior_Act2
ENSG00000244607.6	CCDC13	protein_coding	-	0.1	0.09	Interior_Act1	1.58	1.27	Interior_Repr1
ENSG00000244617.2	ASPRV1	protein_coding	-	0.51	0.45	Interior_Act1	0.21	0.17	Interior_Act1
ENSG00000244623.1	OR2AE1	protein_coding	-	0	0	Speckle	0	0	Interior_Repr1
ENSG00000244624.3	KRTAP20-1	protein_coding	+	0	0	Near_Lm2	0	0	Near_Lm2
ENSG00000244687.11	UBE2V1	protein_coding	-	99.05	86.68	Speckle	149.58	120.38	Speckle
ENSG00000244693.1	CTAGE8	protein_coding	-	0	0	Interior_Act3	0.03	0.03	Interior_Repr2
ENSG00000244694.7	PTCHD4	protein_coding	-	0.2	0.17	Lamina	2.99	2.4	Lamina
ENSG00000244731.7	C4A	protein_coding	+	1.29	1.13	Speckle	18.1	14.57	Speckle
ENSG00000244734.4	HBB	protein_coding	-	0	0	Near_Lm2	0.17	0.14	Interior_Repr2
ENSG00000244752.2	CRYBB2	protein_coding	+	0.07	0.06	Interior_Act2	0.24	0.2	Near_Lm1
ENSG00000244754.8	N4BP2L2	protein_coding	-	36.3	31.76	Interior_Repr1	123.84	99.66	Interior_Act2
ENSG00000245680.9	ZNF585B	protein_coding	-	1.79	1.57	Near_Lm1	5.29	4.26	Interior_Repr1
ENSG00000245848.2	CEBPA	protein_coding	-	1.44	1.26	Interior_Act2	0.1	0.08	Interior_Act2
ENSG00000246705.4	H2AFJ	protein_coding	+	30.69	26.86	Interior_Repr1	101.39	81.59	Interior_Act3
ENSG00000246922.8	UBAP1L	protein_coding	-	0.93	0.81	Speckle	3.21	2.58	Speckle
ENSG00000247077.6	PGAM5	protein_coding	+	45.12	39.48	Speckle	8.36	6.73	Speckle
ENSG00000247315.3	ZCCHC3	protein_coding	+	28.13	24.61	Interior_Act2	6.28	5.05	Interior_Act2
ENSG00000247595.4	SPTY2D1OS	protein_coding	+	2.03	1.77	Interior_Repr1	7.05	5.67	Interior_Repr1
ENSG00000247596.8	TWF2	protein_coding	-	35	30.63	Speckle	44.18	35.56	Speckle
ENSG00000247626.4	MARS2	protein_coding	+	14.62	12.79	Interior_Act3	1.31	1.05	Interior_Repr2
ENSG00000247746.4	USP51	protein_coding	-	3.01	2.64	Near_Lm1	0.33	0.27	Near_Lm1
ENSG00000248098.11	BCKDHA	protein_coding	+	7.62	6.67	Interior_Act2	3.63	2.92	Interior_Act2
ENSG00000248099.3	INSL3	protein_coding	-	0.22	0.19	Speckle	0.74	0.6	Speckle
ENSG00000248109.2	MARCOL	protein_coding	+	0	0	Interior_Act3	0	0	Lamina
ENSG00000248144.5	ADH1C	protein_coding	-	0	0	Interior_Act3	0	0	Near_Lm2
ENSG00000248167.7	TRIM39-RPP21	protein_coding	+	0	0	Speckle	0	0	Interior_Act1
ENSG00000248235.6	AC037459.1	protein_coding	+	0.65	0.56	Interior_Act1	0.3	0.24	Speckle
ENSG00000248329.5	APELA	protein_coding	+	32.3	28.27	Interior_Act3	0.07	0.05	Interior_Repr2
ENSG00000248333.8	CDK11B	protein_coding	-	17.13	14.99	Speckle	20.41	16.43	Speckle
ENSG00000248383.4	PCDHAC1	protein_coding	+	2.43	2.12	Interior_Act1	0	0	Interior_Repr2
ENSG00000248385.7	TARM1	protein_coding	-	0	0	Speckle	0	0	Interior_Act2
ENSG00000248405.10	PRR5-ARHGAP8	protein_coding	+	1.92	1.68	Speckle	0.08	0.06	Interior_Act2
ENSG00000248483.6	POU5F2	protein_coding	-	0.03	0.03	Interior_Act3	0.1	0.08	Interior_Act3
ENSG00000248485.1	PCP4L1	protein_coding	+	0.54	0.48	Speckle	0	0	Interior_Act1
ENSG00000248487.8	ABHD14A	protein_coding	+	2.48	2.17	Speckle	25.84	20.8	Interior_Repr1
ENSG00000248592.7	TMEM110-MUSTN1	protein_coding	-	5.7	4.99	Speckle	5.5	4.43	Speckle
ENSG00000248643.5	RBM14-RBM4	protein_coding	+	5.64	4.93	Speckle	3.15	2.54	Speckle
ENSG00000248672.5	LY75-CD302	protein_coding	-	0.44	0.39	Interior_Act3	0.02	0.01	Interior_Act3
ENSG00000248710.1	AC079594.2	protein_coding	-	0	0	Interior_Act3	0.54	0.44	Interior_Act3
ENSG00000248712.7	CCDC153	protein_coding	-	0.74	0.64	Speckle	0.44	0.35	Speckle
ENSG00000248713.1	C4orf54	protein_coding	-	0	0	Lamina	0	0	Lamina
ENSG00000248746.5	ACTN3	protein_coding	+	16.56	14.49	Speckle	0.06	0.05	Speckle
ENSG00000248751.6	AC004997.1	protein_coding	-	0.17	0.15	Speckle	1.28	1.03	Speckle
ENSG00000248767.2	AC187653.1	protein_coding	+	0.08	0.07	Speckle	0	0	Speckle
ENSG00000248771.5	SMIM31	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Repr2
ENSG00000248871.1	TNFSF12-TNFSF13	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000248905.8	FMN1	protein_coding	-	2	1.75	Near_Lm1	1.21	0.97	Interior_Act2
ENSG00000248919.7	ATP5MF-PTCD1	protein_coding	-	8.03	7.03	Speckle	3.3	2.66	Speckle
ENSG00000248920.2	USP17L19	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000248933.2	USP17L22	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000248993.1	AL645941.2	protein_coding	-	0	0	Speckle	0	0	Interior_Act2
ENSG00000249104.2	USP17L17	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000249115.8	HAUS5	protein_coding	+	13.82	12.09	Speckle	6.12	4.92	Speckle
ENSG00000249139.1	EPPIN-WFDC6	protein_coding	-	0	0	Speckle	0	0	Near_Lm1
ENSG00000249141.1	AL159163.1	protein_coding	-	0.77	0.68	Interior_Act1	0	0	Interior_Repr2
ENSG00000249156.2	TAF11L12	protein_coding	+	0	0	Lamina	0	0	Interior_Repr2
ENSG00000249158.6	PCDHA11	protein_coding	+	3.57	3.13	Interior_Act1	0	0	Interior_Repr2
ENSG00000249209.2	AP000311.1	protein_coding	-	0	0	Interior_Act2	0	0	Speckle
ENSG00000249222.1	ATP5MGL	protein_coding	-	0.28	0.24	Speckle	0	0	Speckle
ENSG00000249240.2	AC069368.1	protein_coding	+	2.51	2.2	Speckle	0	0	Speckle
ENSG00000249242.7	TMEM150C	protein_coding	-	0.9	0.79	Interior_Act1	0.05	0.04	Interior_Act1
ENSG00000249319.2	AC068533.4	protein_coding	+	1.1	0.96	Interior_Act2	0.8	0.65	Interior_Act1
ENSG00000249437.7	NAIP	protein_coding	-	2.38	2.08	Interior_Act2	0.99	0.8	Interior_Act3
ENSG00000249459.8	ZNF286B	protein_coding	-	15.35	13.43	Interior_Act2	0.61	0.49	Speckle
ENSG00000249471.7	ZNF324B	protein_coding	+	3.21	2.81	Speckle	1.58	1.27	Speckle
ENSG00000249481.6	SPATS1	protein_coding	+	0.14	0.12	Speckle	0	0	Speckle
ENSG00000249581.2	CLRN2	protein_coding	+	0	0	Interior_Repr1	0	0	Interior_Repr1
ENSG00000249590.7	AC004832.3	protein_coding	+	0.87	0.76	Speckle	0.83	0.67	Speckle
ENSG00000249624.9	AP000295.1	protein_coding	+	0	0	Interior_Act2	0.89	0.71	Interior_Act2
ENSG00000249662.6	LINC02218	protein_coding	+	0	0	Interior_Repr1	0	0	Interior_Repr2
ENSG00000249693.2	THEGL	protein_coding	+	0.06	0.05	Interior_Act1	0	0	Interior_Repr2
ENSG00000249709.7	ZNF564	protein_coding	-	5.59	4.89	Speckle	1.28	1.03	Speckle
ENSG00000249715.11	FER1L5	protein_coding	+	0.47	0.41	Interior_Act2	0	0	Speckle
ENSG00000249751.3	ECSCR	protein_coding	-	1.44	1.26	Interior_Act1	0	0	Interior_Act1
ENSG00000249773.3	AC092647.5	protein_coding	+	0.62	0.54	Near_Lm1	0.61	0.49	Interior_Repr1
ENSG00000249811.2	USP17L21	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000249853.7	HS3ST5	protein_coding	-	5.32	4.65	Interior_Act3	0	0	Lamina
ENSG00000249860.3	MTRNR2L5	protein_coding	+	0	0	Lamina	0	0	Lamina
ENSG00000249861.3	LGALS16	protein_coding	+	0	0	Interior_Act2	0	0	Near_Lm1
ENSG00000249884.8	RNF103-CHMP3	protein_coding	-	0.35	0.31	Interior_Act2	1.52	1.22	Interior_Repr1
ENSG00000249915.7	PDCD6	protein_coding	+	39.65	34.7	Speckle	51.55	41.49	Interior_Act2
ENSG00000249931.4	GOLGA8K	protein_coding	-	0.7	0.62	Near_Lm1	0.15	0.12	Near_Lm1
ENSG00000249961.9	TERB1	protein_coding	-	0.09	0.08	Interior_Act1	0	0	Speckle
ENSG00000249967.1	AL355315.1	protein_coding	+	0.26	0.22	Speckle	0	0	Interior_Act1
ENSG00000249992.1	TMEM158	protein_coding	-	16.26	14.23	Speckle	2.99	2.41	Interior_Act1
ENSG00000250021.7	C15orf38-AP3S2	protein_coding	-	8.3	7.26	Speckle	12.74	10.25	Speckle
ENSG00000250067.11	YJEFN3	protein_coding	+	3.06	2.68	Speckle	5.37	4.32	Speckle
ENSG00000250120.6	PCDHA10	protein_coding	+	2.88	2.52	Interior_Act1	0	0	Interior_Repr2
ENSG00000250151.9	ARPC4-TTLL3	protein_coding	+	1.87	1.64	Interior_Act1	11.97	9.63	Interior_Act1
ENSG00000250254.1	PTTG2	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Repr1
ENSG00000250264.1	AL669918.1	protein_coding	-	0	0	Speckle	0	0	Interior_Act2
ENSG00000250298.4	GIMD1	protein_coding	-	0	0	Lamina	0	0	Interior_Act3
ENSG00000250305.8	TRMT9B	protein_coding	+	0.75	0.65	Interior_Repr2	8.03	6.46	Interior_Act1
ENSG00000250312.7	ZNF718	protein_coding	+	10.46	9.15	Interior_Act2	0.48	0.38	Near_Lm1
ENSG00000250317.8	SMIM20	protein_coding	+	19.79	17.32	Interior_Act1	14.81	11.92	Interior_Act1
ENSG00000250349.3	AF241726.2	protein_coding	+	0	0	Lamina	0	0	Near_Lm1
ENSG00000250361.8	GYPB	protein_coding	-	0	0	Lamina	0.43	0.35	Lamina
ENSG00000250366.2	TUNAR	protein_coding	+	34.3	30.02	Interior_Act2	0	0	Interior_Repr1
ENSG00000250374.4	TRIM75P	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Repr2
ENSG00000250423.2	KIAA1210	protein_coding	-	0.01	0.01	Interior_Act3	0	0	Interior_Repr1
ENSG00000250424.4	AC004691.2	protein_coding	+	0	0	Interior_Act1	0.26	0.21	Interior_Repr1
ENSG00000250479.8	CHCHD10	protein_coding	-	50.74	44.4	Interior_Act2	63.67	51.24	Interior_Act2
ENSG00000250486.4	FAM218A	protein_coding	+	0.28	0.24	Interior_Act3	0.29	0.23	Interior_Repr2
ENSG00000250506.7	CDK3	protein_coding	+	5.38	4.7	Speckle	8.08	6.5	Speckle
ENSG00000250510.7	GPR162	protein_coding	+	4.71	4.12	Speckle	1.18	0.95	Speckle
ENSG00000250565.6	ATP6V1E2	protein_coding	-	6.26	5.48	Interior_Act1	3.24	2.61	Interior_Act1
ENSG00000250571.6	GLI4	protein_coding	+	4.51	3.94	Speckle	24.35	19.59	Interior_Repr1
ENSG00000250641.1	LY6G6F-LY6G6D	protein_coding	+	0.11	0.09	Speckle	0	0	Speckle
ENSG00000250644.3	AC068580.4	protein_coding	-	0.51	0.44	Interior_Act2	10.12	8.14	Interior_Act2
ENSG00000250673.2	REELD1	protein_coding	+	0.02	0.02	Lamina	0	0	Interior_Repr2
ENSG00000250709.1	CCDC169-SOHLH2	protein_coding	-	0	0	Interior_Repr1	0	0	Near_Lm2
ENSG00000250719.1	AL672043.1	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000250722.5	SELENOP	protein_coding	-	10.42	9.12	Interior_Repr1	0.25	0.2	Near_Lm2
ENSG00000250741.6	NT5C1B-RDH14	protein_coding	-	0	0	Lamina	0	0	Interior_Act3
ENSG00000250745.2	USP17L20	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000250782.1	TAF11L14	protein_coding	+	0	0	Lamina	0	0	Interior_Repr2
ENSG00000250799.9	PRODH2	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000250803.6	AC010255.3	protein_coding	+	0	0	Interior_Act3	0	0	Interior_Repr2
ENSG00000250821.2	EXOC1L	protein_coding	+	0	0	Interior_Act1	0	0	Near_Lm2
ENSG00000250844.2	USP17L18	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000250913.2	USP17L23	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Repr1
ENSG00000251012.2	AC083800.1	protein_coding	+	0	0	Interior_Repr1	0	0	Interior_Repr2
ENSG00000251184.1	AL672142.1	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000251192.7	ZNF674	protein_coding	-	3.98	3.48	Interior_Act2	1.65	1.33	Interior_Act1
ENSG00000251201.8	TMED7-TICAM2	protein_coding	-	1.03	0.9	Interior_Act3	0	0	Interior_Act3
ENSG00000251246.1	AL691442.1	protein_coding	+	0	0	Speckle	0.38	0.31	Speckle
ENSG00000251247.10	ZNF345	protein_coding	+	2.74	2.4	Near_Lm1	2.47	1.99	Interior_Repr1
ENSG00000251258.1	RFPL4B	protein_coding	+	0	0	Lamina	0	0	Interior_Act1
ENSG00000251287.8	ALG1L2	protein_coding	+	0.91	0.8	Interior_Repr2	0	0	Interior_Repr1
ENSG00000251322.7	SHANK3	protein_coding	+	3.22	2.81	Interior_Act2	0.21	0.17	Interior_Act2
ENSG00000251349.3	MSANTD3-TMEFF1	protein_coding	+	11.38	9.96	Interior_Act3	1.59	1.28	Interior_Repr2
ENSG00000251357.4	AP000350.4	protein_coding	+	0.47	0.41	Interior_Act2	0	0	Interior_Act2
ENSG00000251369.8	ZNF550	protein_coding	-	5.73	5.02	Interior_Act2	2.26	1.82	Interior_Act1
ENSG00000251380.3	DCANP1	protein_coding	-	0	0	Interior_Act1	0	0	Interior_Act1
ENSG00000251493.4	FOXD1	protein_coding	-	0.58	0.5	Interior_Act1	13.44	10.82	Interior_Act1
ENSG00000251503.8	CENPS-CORT	protein_coding	+	0.62	0.55	Speckle	1.5	1.21	Interior_Act1
ENSG00000251537.4	AC005324.3	protein_coding	-	0	0	Interior_Act2	0.03	0.03	Interior_Act2
ENSG00000251569.1	AC093899.2	protein_coding	+	0	0	Interior_Act1	0.22	0.18	Interior_Act3
ENSG00000251655.6	PRB1	protein_coding	-	0	0	Interior_Repr2	0	0	Interior_Act3
ENSG00000251664.3	PCDHA12	protein_coding	+	5	4.38	Interior_Act1	0	0	Interior_Repr2
ENSG00000251692.7	PTX4	protein_coding	-	0.04	0.03	Speckle	0	0	Speckle
ENSG00000253117.4	OC90	protein_coding	-	0.06	0.05	Interior_Act3	0	0	Interior_Repr2
ENSG00000253148.1	RGS21	protein_coding	+	0	0	Lamina	0	0	Lamina
ENSG00000253159.2	PCDHGA12	protein_coding	+	0.68	0.59	Interior_Act1	1.35	1.09	Interior_Act1
ENSG00000253250.2	C8orf88	protein_coding	-	16.23	14.2	Interior_Act3	1.54	1.24	Interior_Repr2
ENSG00000253251.2	SHLD3	protein_coding	+	1.72	1.5	Interior_Act3	1.61	1.29	Interior_Act3
ENSG00000253276.2	CCDC71L	protein_coding	-	8.98	7.85	Interior_Act3	25.74	20.71	Interior_Act3
ENSG00000253293.4	HOXA10	protein_coding	-	0	0	Interior_Act1	28.34	22.81	Interior_Repr1
ENSG00000253304.1	TMEM200B	protein_coding	-	5.89	5.16	Speckle	8.18	6.58	Interior_Repr1
ENSG00000253305.2	PCDHGB6	protein_coding	+	1.82	1.59	Interior_Act1	0.5	0.41	Interior_Act1
ENSG00000253309.6	SERPINE3	protein_coding	+	0.18	0.16	Interior_Act1	0	0	Interior_Act2
ENSG00000253313.5	C1orf210	protein_coding	-	6.46	5.65	Speckle	0	0	Speckle
ENSG00000253368.3	TRNP1	protein_coding	+	27.74	24.28	Speckle	109.11	87.81	Speckle
ENSG00000253457.2	SMIM18	protein_coding	+	0	0	Interior_Act1	0	0	Interior_Act1
ENSG00000253485.2	PCDHGA5	protein_coding	+	0.72	0.63	Interior_Act1	0.66	0.53	Interior_Act1
ENSG00000253506.2	NACA2	protein_coding	-	0.07	0.06	Interior_Repr2	0	0	Interior_Act1
ENSG00000253537.2	PCDHGA7	protein_coding	+	0.58	0.51	Interior_Act1	3.21	2.59	Interior_Act1
ENSG00000253548.1	PYDC2	protein_coding	+	0	0	Lamina	0	0	Interior_Repr2
ENSG00000253598.1	SLC10A5	protein_coding	-	0.21	0.19	Interior_Act3	0.28	0.22	Interior_Repr2
ENSG00000253626.3	EIF5AL1	protein_coding	+	0.9	0.79	Interior_Act1	2.29	1.84	Interior_Act1
ENSG00000253649.5	PRSS51	protein_coding	-	0.13	0.11	Interior_Act1	0	0	Near_Lm1
ENSG00000253710.3	ALG11	protein_coding	+	21.4	18.73	Interior_Repr1	6.34	5.1	Near_Lm1
ENSG00000253719.3	ATXN7L3B	protein_coding	+	21.42	18.75	Lamina	8.24	6.63	Lamina
ENSG00000253729.7	PRKDC	protein_coding	-	153.71	134.51	Interior_Act2	26.22	21.1	Interior_Act1
ENSG00000253731.2	PCDHGA6	protein_coding	+	0.76	0.67	Interior_Act1	1.54	1.24	Interior_Act1
ENSG00000253767.2	PCDHGA8	protein_coding	+	0.73	0.64	Interior_Act1	0.22	0.18	Interior_Act1
ENSG00000253797.2	UTP14C	protein_coding	+	12.18	10.66	Interior_Repr1	2.92	2.35	Near_Lm1
ENSG00000253831.1	ETV3L	protein_coding	-	0.09	0.08	Interior_Act1	0	0	Interior_Repr1
ENSG00000253846.2	PCDHGA10	protein_coding	+	1.2	1.05	Interior_Act1	0.29	0.23	Interior_Act1
ENSG00000253873.5	PCDHGA11	protein_coding	+	4.38	3.83	Interior_Act1	1.43	1.15	Interior_Act1
ENSG00000253910.2	PCDHGB2	protein_coding	+	1.54	1.35	Interior_Act1	4.05	3.26	Interior_Act1
ENSG00000253953.2	PCDHGB4	protein_coding	+	4.89	4.28	Interior_Act1	2.74	2.21	Interior_Act1
ENSG00000253958.1	CLDN23	protein_coding	+	2.98	2.6	Interior_Act1	0.12	0.1	Interior_Act1
ENSG00000254004.6	ZNF260	protein_coding	-	16.46	14.4	Interior_Act2	2.65	2.13	Interior_Repr1
ENSG00000254087.7	LYN	protein_coding	+	30.28	26.49	Interior_Repr1	10.23	8.23	Interior_Act1
ENSG00000254093.8	PINX1	protein_coding	-	19.49	17.06	Interior_Act1	5.24	4.21	Near_Lm1
ENSG00000254122.2	PCDHGB7	protein_coding	+	5.08	4.44	Interior_Act1	2.53	2.04	Interior_Act1
ENSG00000254126.7	CD8B2	protein_coding	+	0	0	Interior_Repr1	0	0	Interior_Repr2
ENSG00000254206.5	NPIPB11	protein_coding	-	1.2	1.05	Interior_Act2	5.8	4.66	Speckle
ENSG00000254221.2	PCDHGB1	protein_coding	+	1.48	1.29	Interior_Act1	1.14	0.92	Interior_Act1
ENSG00000254245.2	PCDHGA3	protein_coding	+	0.21	0.19	Interior_Act1	1.33	1.07	Interior_Act1
ENSG00000254402.6	LRRC24	protein_coding	-	0.52	0.46	Speckle	1.9	1.53	Speckle
ENSG00000254413.8	CHKB-CPT1B	protein_coding	-	6.48	5.67	Speckle	3.58	2.88	Speckle
ENSG00000254415.3	SIGLEC14	protein_coding	-	0	0	Interior_Act2	0.21	0.17	Interior_Act2
ENSG00000254440.3	PBOV1	protein_coding	-	0	0	Interior_Act3	0	0	Interior_Repr2
ENSG00000254445.1	HSPB2-C11orf52	protein_coding	+	0.46	0.41	Interior_Repr1	5.4	4.35	Interior_Act1
ENSG00000254462.1	TMX2-CTNND1	protein_coding	+	7.26	6.36	Interior_Act2	0.28	0.22	Interior_Act1
ENSG00000254466.2	OR4D10	protein_coding	+	0	0	Near_Lm1	0	0	Near_Lm1
ENSG00000254469.7	AP002495.1	protein_coding	-	4.05	3.54	Interior_Act2	1.71	1.37	Interior_Act2
ENSG00000254470.2	AP5B1	protein_coding	-	5.37	4.7	Speckle	3.65	2.94	Speckle
ENSG00000254505.9	CHMP4A	protein_coding	-	17.69	15.48	Interior_Act2	21.6	17.38	Interior_Act2
ENSG00000254521.6	SIGLEC12	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000254535.3	PABPC4L	protein_coding	-	2.24	1.96	Lamina	1.43	1.15	Interior_Act3
ENSG00000254536.1	AL360181.3	protein_coding	+	0.2	0.17	Interior_Act2	0	0	Interior_Repr1
ENSG00000254550.1	OMP	protein_coding	+	0.12	0.11	Interior_Act1	0	0	Interior_Act1
ENSG00000254553.1	AL033529.1	protein_coding	+	2.38	2.09	Speckle	0	0	Speckle
ENSG00000254585.3	MAGEL2	protein_coding	-	2.41	2.11	Near_Lm1	0.04	0.03	Near_Lm1
ENSG00000254598.2	CSNK2A3	protein_coding	-	0.37	0.32	Interior_Act2	0.6	0.48	Interior_Act2
ENSG00000254636.1	ARMS2	protein_coding	+	0.07	0.06	Interior_Act1	0	0	Interior_Repr2
ENSG00000254647.6	INS	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000254656.2	RTL1	protein_coding	-	0	0	Interior_Act2	0	0	Interior_Act2
ENSG00000254673.1	AC110275.1	protein_coding	+	0	0	Near_Lm1	0	0	Interior_Act1
ENSG00000254685.6	FPGT	protein_coding	+	2.2	1.92	Lamina	3	2.41	Lamina
ENSG00000254692.1	AL136295.1	protein_coding	-	0	0	Interior_Act2	10.5	8.45	Interior_Act2
ENSG00000254706.2	AL512785.2	protein_coding	+	3.04	2.66	Interior_Repr2	0.07	0.06	Interior_Repr1
ENSG00000254709.7	IGLL5	protein_coding	+	0	0	Near_Lm1	0	0	Near_Lm1
ENSG00000254726.2	MEX3A	protein_coding	-	28.16	24.64	Speckle	0.61	0.49	Speckle
ENSG00000254732.1	AP001931.1	protein_coding	+	0	0	Interior_Act2	0	0	Interior_Act1
ENSG00000254737.2	OR10G4	protein_coding	+	0	0	Interior_Act3	0	0	Lamina
ENSG00000254772.9	EEF1G	protein_coding	-	873.63	764.49	Speckle	817.81	658.16	Speckle
ENSG00000254788.7	CKLF-CMTM1	protein_coding	+	1.15	1.01	Interior_Act1	1.4	1.12	Speckle
ENSG00000254806.5	SYS1-DBNDD2	protein_coding	+	0.65	0.57	Speckle	0.87	0.7	Near_Lm1
ENSG00000254827.5	SLC22A18AS	protein_coding	-	0	0	Speckle	0.18	0.14	Speckle
ENSG00000254834.4	OR5M10	protein_coding	-	0	0	Near_Lm1	0	0	Near_Lm1
ENSG00000254852.8	NPIPA2	protein_coding	+	9.01	7.88	Interior_Act2	0.2	0.16	Interior_Act2
ENSG00000254858.9	MPV17L2	protein_coding	+	12.99	11.37	Speckle	18.1	14.57	Speckle
ENSG00000254870.5	ATP6V1G2-DDX39B	protein_coding	-	1.65	1.45	Speckle	35.76	28.78	Speckle
ENSG00000254901.7	BORCS8	protein_coding	-	8.54	7.47	Speckle	18.47	14.87	Speckle
ENSG00000254959.6	INMT-MINDY4	protein_coding	+	0.56	0.49	Interior_Act1	1.51	1.22	Interior_Repr1
ENSG00000254979.5	AP000781.2	protein_coding	-	0.56	0.49	Interior_Act2	0	0	Interior_Repr1
ENSG00000254986.7	DPP3	protein_coding	+	44.4	38.86	Speckle	15.61	12.56	Speckle
ENSG00000254995.4	STX16-NPEPL1	protein_coding	+	3.47	3.04	Interior_Act2	1.84	1.48	Interior_Act2
ENSG00000254996.5	ANKHD1-EIF4EBP3	protein_coding	+	6.79	5.94	Interior_Act1	16.94	13.63	Interior_Act1
ENSG00000254997.3	KRTAP5-9	protein_coding	+	0	0	Speckle	0.26	0.21	Interior_Act2
ENSG00000254999.3	BRK1	protein_coding	+	73.69	64.48	Interior_Act1	95.61	76.95	Interior_Act1
ENSG00000255009.4	UBTFL1	protein_coding	+	0	0	Near_Lm2	0	0	Interior_Repr2
ENSG00000255012.2	OR5M1	protein_coding	-	0	0	Near_Lm1	0	0	Near_Lm1
ENSG00000255054.3	AL020996.2	protein_coding	+	0	0	Speckle	0	0	Speckle
ENSG00000255071.3	SAA2-SAA4	protein_coding	-	0	0	Interior_Repr1	0	0	Interior_Repr1
ENSG00000255072.1	PIGY	protein_coding	-	18.4	16.1	Interior_Act1	0	0	Interior_Act3
ENSG00000255073.8	ZFP91-CNTF	protein_coding	+	0	0	Near_Lm1	0.09	0.07	Interior_Repr1
ENSG00000255104.8	AC005324.4	protein_coding	+	1.17	1.03	Interior_Act2	0	0	Interior_Act2
ENSG00000255112.2	CHMP1B	protein_coding	+	23.18	20.28	Interior_Act2	19.64	15.8	Near_Lm1
ENSG00000255150.2	EID3	protein_coding	+	1.48	1.29	Interior_Act1	2.72	2.19	Interior_Act1
ENSG00000255151.2	GLYATL1B	protein_coding	+	0	0	Near_Lm1	0	0	Near_Lm1
ENSG00000255152.8	MSH5-SAPCD1	protein_coding	+	2.07	1.81	Speckle	2.05	1.65	Speckle
ENSG00000255154.7	HTD2	protein_coding	+	5.8	5.08	Interior_Act1	0	0	Interior_Act1
ENSG00000255181.3	CCDC166	protein_coding	-	0	0	Speckle	0	0	Speckle
ENSG00000255192.5	NANOGP8	protein_coding	-	21.82	19.09	Interior_Repr1	0	0	Interior_Act2
ENSG00000255221.3	CARD17	protein_coding	-	0	0	Lamina	0	0	Interior_Act3
ENSG00000255223.4	OR5M11	protein_coding	-	0	0	Near_Lm1	0	0	Near_Lm2
ENSG00000255245.4	FXYD6-FXYD2	protein_coding	-	0.13	0.11	Speckle	0	0	Interior_Repr1
ENSG00000255251.1	PRR23D1	protein_coding	+	0.06	0.06	Interior_Repr2	0.06	0.05	Interior_Repr1
ENSG00000255274.9	SMIM35	protein_coding	-	0	0	Speckle	0	0	Interior_Repr1
ENSG00000255275.3	AL080251.1	protein_coding	-	0.02	0.02	Speckle	0	0	Interior_Repr1
ENSG00000255292.8	AP002884.3	protein_coding	+	0.02	0.02	Interior_Repr1	0.23	0.19	Interior_Act1
ENSG00000255298.3	OR8G5	protein_coding	+	0	0	Interior_Act3	0	0	Lamina
ENSG00000255302.4	EID1	protein_coding	+	58.96	51.59	Near_Lm2	90.34	72.71	Interior_Act1
ENSG00000255307.1	OR52B2	protein_coding	-	0.05	0.04	Interior_Repr2	0	0	Interior_Repr2
ENSG00000255330.9	AL096711.2	protein_coding	-	2.69	2.35	Interior_Act3	0.36	0.29	Interior_Act3
ENSG00000255339.6	AL133352.1	protein_coding	-	0.68	0.6	Speckle	5.92	4.77	Interior_Act1
